"Word","Frequency"
"efficient",1
"effort",18
"eligible",1
"elusive",1
"emergency",10
"encourage",1
"encouraged",1
"encouragement",1
"encourages",11
"encouraging",11
"endless",1
"enforcement",1
"enjoying",23
"enough",33
"escalated",1
"escape",1
"essential",1
"evacuate",1
"evacuation",31
"evolution",1
"exceeding",1
"excellent",11
"excited",1
"exclusively",1
"excuse",23
"expect",11
"expected",35
"expenses",1
"expensive",6
"experienced",1
"explain",11
"exploit",1
"extend",1
"extra",18
"facilitate",1
"fact",18
"facts",1
"fails",23
"fair",29
"fall",1
"falls",18
"falsely",1
"fans",1
"fantastic",18
"fast",18
"faster",1
"favor",1
"favour",11
"fear",6
"fee",29
"feeling",11
"fell",11
"fight",6
"fighting",11
"finally",8
"fine",1
"fines",1
"fire",28
"fireman",1
"flareup",11
"flawed",1
"flee",1
"fleet",11
"flood",33
"fluctuated",1
"flying",1
"focus",18
"food",18
"force",23
"forced",11
"forcibly",1
"forecast",18
"forget",11
"formula",1
"fort",18
"forward",7
"found",33
"fragile",1
"fragmented",11
"free",19
"freeze",1
"fresh",1
"friend",23
"friendly",1
"fuck",1
"full",31
"fully",1
"fun",18
"furiously",1
"garbage",1
"gear",1
"general",1
"generosity",23
"generous",18
"gentle",1
"gift",11
"gifted",1
"giving",25
"glad",1
"good",6
"goodness",1
"goods",18
"gorgeous",11
"government",25
"grab",1
"grant",18
"grateful",11
"gratitude",1
"great",16
"green",1
"ground",23
"growth",23
"guard",1
"guess",1
"guilty",1
"happen",1
"happy",35
"hard",35
"hardship",1
"hate",1
"hazard",2
"heal",1
"healing",1
"hearing",18
"hearsay",1
"heartache",1
"heavily",1
"helped",13
"helpful",11
"helping",8
"heroic",1
"heros",1
"highest",11
"hit",25
"homeless",23
"honor",1
"honored",1
"hope",35
"hospital",1
"hospitality",1
"hot",18
"hurt",11
"ideal",1
"idle",11
"idol",1
"ignored",1
"ill",1
"illness",11
"importance",11
"important",18
"imposed",1
"impressed",1
"improve",1
"incase",1
"incidents",11
"included",18
"including",5
"income",11
"incomplete",1
"increase",9
"incredibly",1
"influence",1
"influential",29
"inform",1
"information",3
"injured",1
"insanity",11
"inspired",11
"inspiring",18
"instructor",1
"insulation",11
"intact",18
"intend",1
"interest",18
"interested",1
"interesting",23
"interests",1
"interim",11
"interruption",1
"inviting",1
"irate",1
"issue",8
"issues",11
"job",29
"join",1
"joined",1
"journalist",1
"journey",18
"jump",35
"junkyard",1
"justification",1
"kill",1
"kind",11
"kindness",23
"knowledge",1
"lack",1
"lair",11
"land",31
"larger",1
"late",31
"laugh",11
"lawyer",1
"leader",11
"leadership",18
"leading",1
"leads",1
"leak",1
"learn",11
"leave",18
"led",11
"legal",11
"legislate",1
"legislated",1
"lesson",1
"letter",31
"level",5
"leverage",1
"levy",1
"liability",1
"library",1
"lies",1
"lightning",1
"like",7
"limit",1
"long",6
"lose",1
"losing",11
"loss",2
"losses",8
"lost",9
"lottery",11
"loud",1
"love",3
"loved",1
"lovely",1
"loves",11
"loving",1
"lower",1
"lucky",1
"mad",1
"mail",5
"majority",11
"mandate",1
"march",1
"may",31
"maybe",11
"mayor",1
"meaningful",1
"measure",1
"medical",1
"memorable",1
"messy",1
"minimum",1
"mishandle",1
"miss",23
"missed",18
"missing",1
"mistake",1
"mobile",11
"moderate",18
"money",7
"morgue",1
"mortgage",11
"motion",8
"motions",1
"mountain",1
"music",11
"musical",1
"myth",1
"nearly",25
"neutral",11
"nice",18
"nightmare",1
"noise",25
"normality",1
"nose",1
"noted",1
"notification",1
"numbers",35
"obvious",1
"odd",1
"offer",31
"official",18
"offset",1
"ongoing",11
"opera",1
"operation",18
"opportunities",1
"opportunity",18
"opposed",29
"opposition",1
"option",11
"organization",1
"organize",18
"organized",1
"outage",1
"outsider",18
"overturned",11
"painful",1
"parade",12
"partisan",18
"partner",1
"partnership",18
"passionate",1
"patch",1
"patience",18
"patrol",1
"pay",11
"penalties",1
"pending",1
"permission",1
"permitting",18
"personal",29
"pet",28
"pick",7
"plan",2
"planning",11
"player",1
"plea",1
"pleased",1
"policy",1
"politics",18
"poor",1
"pop",1
"population",1
"poses",18
"positive",11
"possibility",1
"possible",35
"powerful",1
"praise",11
"predict",1
"prefer",18
"premier",23
"present",18
"president",1
"pretty",1
"prevent",11
"prevented",1
"pride",1
"prize",1
"problem",1
"problems",23
"production",35
"productive",1
"productivity",1
"professional",1
"progress",11
"promise",1
"prop",1
"propaganda",1
"protect",1
"proud",3
"provide",23
"providing",18
"prudent",11
"public",8
"pull",1
"qualified",1
"qualify",1
"question",23
"questioning",18
"questions",25
"quicker",1
"quieter",1
"radio",18
"raffle",27
"rapport",1
"readiness",1
"reading",33
"ready",7
"real",11
"realistic",1
"reason",23
"reasonable",1
"received",31
"receiving",1
"reclamation",1
"recommendation",23
"recommendations",23
"recommended",25
"reconstruction",1
"recover",23
"recovery",22
"recreation",18
"refugee",1
"refusing",1
"regulations",11
"reject",1
"rejected",1
"related",23
"relief",20
"remains",11
"remarkable",1
"removal",23
"remove",11
"rend",1
"renewal",11
"repay",23
"reporter",1
"required",1
"requirement",11
"requirements",18
"resident",9
"resilient",11
"resistant",11
"resources",25
"respect",11
"responsible",9
"rest",1
"restored",29
"restricted",1
"restriction",1
"result",1
"right",33
"risk",11
"risks",1
"riveting",1
"rock",1
"routine",1
"row",1
"sacrifice",23
"sad",11
"sadly",1
"safe",5
"safely",18
"salutary",1
"save",9
"savings",1
"scars",11
"school",23
"scientist",1
"score",1
"seems",1
"segregate",1
"segregated",1
"sense",23
"seriously",1
"serve",1
"severely",1
"shaking",1
"share",31
"shark",1
"shed",1
"shelter",7
"shocking",11
"shortage",1
"shortfall",1
"shout",1
"show",25
"shuts",18
"significant",1
"silent",1
"skepticism",1
"sky",1
"slay",11
"small",33
"smile",1
"smoke",29
"soft",18
"soil",29
"solution",1
"special",6
"speedy",1
"spent",18
"spirit",11
"spirits",1
"spoke",11
"sponsor",1
"stabilize",18
"staggering",1
"standing",23
"start",3
"startling",1
"statement",11
"stolen",1
"stopped",1
"stops",1
"store",1
"storm",18
"strain",1
"strength",18
"stress",1
"stressing",1
"strike",1
"strong",23
"stronger",1
"structure",18
"struggle",1
"struggles",1
"struggling",1
"study",18
"stumbles",1
"subject",1
"submit",1
"success",11
"suggest",1
"suggested",1
"suggesting",11
"suggests",25
"suitable",1
"sun",11
"supplies",26
"supply",11
"support",34
"supported",23
"supporter",1
"supporting",33
"supports",35
"surge",1
"surprise",25
"surprising",1
"survival",1
"suspended",1
"suspension",11
"sweet",1
"symptoms",1
"system",25
"talent",11
"talented",1
"talk",6
"tariff",1
"task",18
"tax",16
"team",33
"technology",1
"tentatively",1
"thank",10
"thankful",1
"thought",23
"threat",25
"threats",1
"time",32
"timely",1
"tired",1
"title",1
"toll",11
"tomorrow",29
"top",23
"tough",18
"toxic",18
"toxin",18
"track",11
"trade",1
"tragedy",11
"trash",1
"trauma",1
"treat",1
"tree",11
"tremendous",11
"tremendously",1
"tribute",18
"troll",1
"trouble",23
"truck",11
"true",11
"trust",1
"truth",18
"twitch",1
"ultimately",1
"unbelievable",1
"uncontrolled",1
"uncouth",1
"uncover",1
"uneasy",29
"unfair",1
"unfortunate",1
"unhappy",1
"uninsured",1
"united",11
"unlikely",11
"unnecessary",1
"unneeded",1
"unprecedented",18
"unreal",1
"untold",33
"untouched",1
"uplift",1
"upset",11
"upsetting",1
"urgency",1
"urgent",1
"usual",1
"variety",1
"victim",1
"victims",6
"violate",1
"visit",35
"volunteer",13
"volunteers",29
"vote",25
"wait",18
"warm",1
"warmer",1
"warnings",1
"waste",33
"watch",11
"welcome",2
"well",29
"wellbeing",1
"white",1
"widespread",1
"wild",1
"wildfire",4
"willing",1
"win",28
"wins",25
"wise",1
"wisely",1
"withdraw",1
"witness",11
"wonder",1
"wonderful",1
"wont",29
"word",1
"words",1
"work",17
"worked",11
"working",6
"works",1
"worries",1
"worry",1
"worse",1
"worst",11
"worth",23
"wrong",11
"youth",1
