"Word","Frequency"
"caution",73
"cautionary",177
"cautions",282
"cautious",16
"cave",1
"cease",231
"ceased",93
"ceases",177
"celebrate",166
"celebrated",146
"celebrating",58
"celebration",1
"celebrity",16
"cemetery",93
"center",236
"ceremony",282
"certainty",266
"challenge",46
"challenged",58
"challenges",220
"challenging",208
"champion",93
"chance",72
"change",190
"chaos",257
"chaotic",26
"charger",207
"charismatic",1
"charitable",106
"charity",18
"charm",1
"charming",93
"chart",207
"chase",207
"chatter",1
"chatty",93
"cheap",58
"cheaper",146
"cheapest",1
"cheat",1
"checklist",146
"cheer",58
"cheering",2
"cheesecake",207
"cheesy",93
"cherished",1
"cherry",1
"chic",1
"chicken",249
"child",9
"childhood",149
"childish",177
"chill",177
"chilly",93
"chocolate",266
"choice",99
"choir",1
"choke",146
"choral",1
"chosen",177
"chronic",231
"chuckle",146
"church",127
"cigarette",118
"citizen",80
"civil",249
"civilization",93
"claim",262
"claimants",93
"claiming",48
"claims",70
"clap",1
"clarification",26
"clarify",2
"clarity",207
"classic",146
"classy",172
"clean",232
"cleaner",207
"cleaning",174
"cleanliness",1
"cleansing",1
"clear",52
"clearance",207
"cleared",99
"clearer",207
"clearly",114
"clears",2
"clever",146
"clock",160
"clog",207
"clogged",1
"closed",124
"closing",147
"closure",73
"closures",16
"cloud",277
"cloudy",146
"clown",1
"clue",37
"clueless",207
"coach",16
"coast",127
"coax",93
"cobra",93
"cocaine",146
"coherent",1
"cohesion",1
"coincidence",93
"cold",178
"collaborate",177
"collaborated",93
"collaborating",146
"collaboration",2
"collaborative",16
"collapse",93
"collapses",1
"collapsing",1
"collateral",1
"collectively",177
"collision",135
"colonel",1
"colossal",93
"combat",64
"comfort",192
"comfortable",26
"comfortably",1
"comforting",266
"comfy",231
"comical",1
"coming",286
"commandant",1
"commanding",1
"commemorate",1
"commemorative",177
"commend",266
"commendable",146
"commission",266
"commit",146
"commitment",155
"commitments",93
"commits",207
"committed",169
"committee",174
"committing",177
"commonplace",1
"communicate",207
"communication",147
"communicative",1
"communist",93
"community",7
"commute",266
"companion",231
"compassion",62
"compassionate",122
"compelled",177
"compelling",16
"compensate",207
"competence",249
"competition",207
"complain",73
"complained",146
"complaining",16
"complaint",16
"complaints",16
"complementary",93
"complements",1
"completely",274
"completing",1
"completion",177
"complex",147
"complexity",93
"complicated",231
"complicates",1
"complicating",177
"complicit",93
"complicity",1
"compliment",1
"complimentary",141
"complimenting",1
"compliments",93
"comply",93
"composed",1
"composer",1
"compost",1
"composure",177
"comprehend",73
"comprehensive",127
"comrade",1
"concern",9
"concerned",234
"concerns",228
"concise",146
"condemn",1
"condemned",1
"condemning",1
"condemns",93
"condescending",93
"conditional",220
"conditionally",1
"condone",1
"conducive",146
"confessed",93
"confidence",282
"confident",149
"confidential",93
"confirmation",261
"confirmed",220
"conflagration",93
"conflict",93
"conflicting",146
"confront",177
"confronting",1
"confused",73
"confusing",249
"confusion",87
"congested",37
"congestion",16
"congregation",1
"congressman",93
"conjecture",1
"conscience",93
"consciousness",1
"conservation",146
"conservative",93
"conserve",93
"considerable",93
"considerate",93
"consistent",58
"consistently",207
"console",1
"conspiracies",93
"conspiracy",146
"constant",48
"constantly",80
"consternation",1
"constitution",93
"constraints",93
"consult",266
"contact",163
"contagious",1
"contaminate",1
"contaminated",146
"contaminates",1
"contamination",146
"contempt",177
"contemptible",1
"content",37
"contention",1
"contingency",266
"contingent",231
"continuation",1
"continue",209
"continuity",1
"contract",282
"contracted",231
"contracts",184
"contrary",146
"contribute",244
"contribution",213
"contributor",146
"controversial",1
"convenience",93
"convenient",207
"convention",177
"conviction",1
"convince",207
"convinced",1
"convincing",93
"cool",38
"coolest",207
"coop",26
"cooperate",93
"cooperating",64
"cooperation",114
"cooperative",249
"cop",207
"copy",207
"core",141
"coronation",1
"corporation",146
"correct",169
"corrected",282
"correcting",93
"correction",2
"corrections",146
"correctly",146
"corrects",177
"corrupt",1
"corrupted",1
"corruption",1
"costly",207
"couch",99
"cough",1
"could",20
"council",15
"counsellor",1
"count",186
"countdown",93
"counterfeit",1
"county",249
"coup",93
"courage",283
"courageous",87
"courageously",93
"courier",146
"court",282
"courteous",146
"courtesy",155
"courts",1
"cove",93
"cover",3
"coward",93
"cowardice",1
"cozy",1
"crack",146
"cracked",1
"cracking",1
"cracks",93
"craft",2
"craftsman",1
"crafty",1
"crank",1
"cranky",93
"crap",174
"crappy",207
"crash",287
"crashed",1
"crashes",207
"crashing",93
"crass",93
"craving",1
"crawl",146
"craziness",207
"crazy",56
"cream",37
"create",234
"creative",282
"creativity",146
"creature",1
"credibility",93
"credible",93
"credit",250
"credited",177
"creep",146
"creeping",146
"creeps",146
"creepy",146
"crept",93
"crew",51
"crime",26
"criminal",2
"criminals",207
"cringe",1
"crippled",93
"crises",2
"crisis",167
"critical",6
"critically",146
"criticism",146
"criticize",249
"criticized",48
"criticizes",146
"criticizing",249
"critics",177
"critique",1
"critter",177
"crooks",93
"cross",25
"crossroads",177
"crowded",93
"crowning",93
"crucial",177
"crude",64
"cruel",266
"cruelty",1
"crunch",1
"crush",249
"crushed",177
"crushing",207
"cry",192
"crying",166
"crystal",1
"cube",146
"cuckoo",1
"cue",1
"culmination",1
"culprit",1
"cult",1
"culture",26
"cunt",249
"cunts",1
"curse",207
"curtail",1
"customer",219
"cut",257
"cutbacks",1
"cute",37
"cutters",1
"cutting",122
"cyclone",1
"cynical",146
"daily",178
"damage",264
"damaged",140
"damages",219
"damaging",177
"damn",195
"damned",93
"dampen",1
"damper",207
"dance",219
"danger",81
"dangerous",292
"dangerously",207
"dangers",282
"dare",266
"daring",177
"dark",169
"darkened",93
"darkness",26
"darling",1
"dart",1
"daughter",239
"daunting",93
"dawn",177
"dead",87
"deadly",80
"deaf",231
"deal",22
"dear",114
"death",166
"debacle",1
"debatable",1
"debate",114
"debris",135
"debt",249
"debts",1
"decadent",1
"deceased",146
"deceitful",1
"deceiving",93
"decency",207
"decent",64
"deception",1
"deceptive",1
"decline",207
"declined",177
"declines",177
"declining",93
"decrease",1
"decreed",1
"dedicated",244
"dedication",196
"deed",146
"default",1
"defaulted",1
"defeat",231
"defeated",177
"defeats",1
"defend",26
"defended",93
"defending",93
"defends",146
"defense",146
"defensive",1
"defer",266
"deferral",177
"deficiencies",1
"definitive",1
"defraud",1
"defy",93
"degrade",1
"degree",282
"delay",178
"delayed",232
"delaying",231
"delays",94
"deliberately",231
"delicious",118
"delight",207
"delighted",1
"delightful",146
"delightfully",1
"delirious",1
"delivery",160
"deluge",93
"delusional",93
"demand",58
"demanding",1
"demise",1
"democracy",1
"demolished",93
"demon",1
"denial",177
"denied",266
"denies",1
"dense",282
"dent",93
"deny",282
"denying",16
"depart",2
"departed",1
"departure",207
"depend",16
"dependance",1
"dependant",282
"dependence",1
"dependencies",1
"dependent",195
"depending",64
"depends",64
"deplorable",1
"depressed",93
"depressing",93
"depression",93
"deprived",1
"deprives",1
"depth",266
"deputy",231
"desert",93
"deserted",114
"deserve",236
"deserved",94
"deserving",249
"designation",1
"designer",207
"desired",1
"desolate",1
"desolation",93
"despair",177
"desperate",263
"desperately",224
"despicable",231
"despicably",1
"despite",232
"destabilize",1
"destabilizing",1
"destination",26
"destined",93
"destiny",1
"destroy",73
"destroyed",171
"destroying",37
"destroys",178
"destruction",74
"destructive",282
"detachment",87
"detect",1
"detection",58
"deteriorate",1
"deteriorating",146
"deterioration",1
"determination",16
"determined",118
"devastate",93
"devastated",295
"devastates",1
"devastating",179
"devastation",164
"develop",146
"deviation",1
"devil",93
"devotional",1
"diaper",207
"diary",1
"diatribe",1
"dick",2
"dictionary",1
"die",135
"died",195
"dies",2
"differ",93
"differently",282
"differing",1
"difficult",68
"difficulties",37
"difficulty",146
"digit",1
"dignified",1
"dignity",231
"dilemma",1
"diligence",177
"diligent",207
"diligently",249
"diminish",1
"diminished",207
"diminishing",1
"dinner",262
"dinosaur",1
"dire",114
"director",122
"dirt",93
"dirty",106
"disability",93
"disabled",207
"disadvantaged",1
"disagree",207
"disagreement",1
"disagrees",1
"disappear",1
"disappoint",93
"disappointed",118
"disappointing",207
"disappointment",231
"disaster",238
"disasters",19
"disastrous",231
"disbelief",249
"discipline",1
"disclaimers",1
"disclosing",1
"discomfort",146
"disconcerting",1
"disconnect",93
"disconnected",1
"discourage",1
"discouraged",93
"discouraging",1
"discrepancy",1
"discretion",1
"discriminate",1
"discussion",135
"disdain",93
"disease",146
"disgrace",207
"disgraceful",207
"disgruntled",1
"disgust",93
"disgusted",231
"disgusting",196
"disheartening",231
"dishonest",1
"dishonorable",1
"disingenuous",93
"disintegrate",1
"dislike",146
"dislikes",1
"dismiss",1
"dismissive",1
"disobey",1
"disorder",146
"displace",231
"displaced",268
"displacement",231
"displacements",1
"displaces",93
"displeased",1
"disposal",146
"disposed",1
"dispossessed",1
"disproportionate",1
"disputes",177
"disputing",1
"disregarded",1
"disrespect",146
"disrespectful",146
"disrespectfully",93
"disrupt",1
"disrupted",177
"disruption",177
"disruptions",93
"disruptive",1
"disrupts",1
"dissing",93
"dissonance",146
"distasteful",1
"distinction",1
"distortion",93
"distract",177
"distracted",93
"distraction",80
"distractions",93
"distraught",93
"distress",87
"distressed",177
"distressing",146
"disturbed",1
"disturbing",266
"disturbingly",1
"diverse",146
"diversified",93
"diversion",93
"divert",146
"diverted",207
"diverting",93
"divest",146
"divests",1
"divisive",93
"doctor",266
"dogma",1
"doit",87
"dole",93
"doll",1
"dominant",93
"dominate",1
"dominates",1
"domination",1
"dominion",1
"don",222
"donation",11
"doodle",1
"doom",177
"dope",93
"doubt",166
"doubted",1
"doubtful",1
"doubting",93
"doubts",146
"douche",207
"douchebag",146
"douchebags",1
"downgraded",146
"downright",207
"downsize",1
"downtime",1
"downturn",249
"downward",1
"draft",48
"drag",93
"dragged",1
"dragging",146
"dragon",1
"drained",207
"draining",146
"drastic",146
"drastically",93
"dread",93
"dreadful",1
"dream",87
"drinking",135
"drivel",146
"drone",177
"drones",87
"dropped",270
"drought",80
"droughts",1
"drown",1
"drowning",93
"drunk",177
"dumb",266
"dumbfounded",1
"dump",231
"dumped",1
"dumping",2
"dumps",1
"dun",73
"duress",1
"dust",282
"dusty",93
"dwindling",93
"dying",2
"dynamic",64
"eager",80
"eagle",2
"earl",1
"earmarked",93
"earmarking",1
"earn",231
"earnest",93
"earthquake",207
"ease",266
"eased",1
"eases",177
"easier",212
"easiest",207
"easily",94
"easing",93
"easy",113
"eat",213
"economy",239
"ecstatic",93
"edition",122
"educate",177
"educated",93
"educational",93
"effective",135
"effectively",37
"effeminate",1
"efficient",231
"effort",142
"effortless",1
"elate",1
"elated",1
"elbow",1
"elder",1
"electric",282
"electricity",200
"eligible",147
"eloquent",1
"eloquently",146
"elusive",1
"embarrassed",1
"embarrassing",207
"embarrassment",207
"embattled",1
"embrace",207
"emergency",55
"empathize",231
"empathy",166
"emphasize",177
"employ",93
"empower",1
"empowered",1
"enable",2
"enabled",146
"encore",149
"encourage",271
"encouraged",141
"encouragement",249
"encourages",99
"encouraging",169
"encroach",146
"encroached",64
"encroaches",93
"encroaching",2
"encroachment",64
"endanger",1
"endangered",93
"endangerment",93
"endear",1
"endeavor",1
"endless",266
"endorse",1
"endorsement",1
"endorses",146
"endure",146
"enemies",146
"enemy",146
"energetic",93
"enforce",93
"enforcement",249
"engaged",87
"engaging",231
"engulf",266
"enhance",93
"enhanced",146
"enhancement",1
"enjoy",212
"enjoyable",1
"enjoyed",266
"enjoying",2
"enjoys",1
"enough",165
"enroll",146
"ensemble",93
"entails",177
"entertain",231
"entertained",1
"entertaining",231
"entertainment",26
"enthralled",1
"enthusiastic",1
"enthusiastically",1
"environ",2
"envy",93
"epic",135
"equality",1
"equally",207
"equitable",93
"err",1
"erratic",93
"erratically",1
"erred",1
"erring",93
"erroneous",1
"error",58
"erupt",149
"eruption",146
"eruptions",93
"escalate",1
"escalated",177
"escalating",146
"escape",139
"escaped",184
"escort",166
"essential",13
"establish",146
"established",147
"ethical",177
"evacuate",198
"evacuation",86
"evade",93
"eventful",1
"eventual",249
"evident",207
"evil",207
"evils",146
"evolution",177
"exacerbating",1
"exaggerated",1
"exaggeration",146
"exceed",73
"exceeding",93
"exceeds",282
"excel",207
"excellence",146
"excellent",270
"excelling",1
"exceptional",2
"exceptionally",93
"excess",266
"excessive",177
"exchange",146
"excited",211
"excitement",1
"exciting",249
"excluding",146
"exclusion",146
"exclusive",207
"exclusively",146
"excruciating",1
"excuse",64
"excuses",93
"execution",146
"exemplary",146
"exemption",177
"exhaust",177
"exhausted",166
"exhaustion",231
"exile",207
"existence",93
"exonerate",1
"exotic",93
"expansive",1
"expect",107
"expectation",146
"expected",223
"expecting",213
"expel",1
"expenses",94
"expensive",26
"experienced",178
"expert",239
"expertise",131
"expire",1
"expired",1
"explain",212
"expletive",146
"explode",37
"exploit",207
"exploitation",1
"exploited",93
"exploiting",249
"explore",2
"explosion",253
"explosive",73
"expose",1
"exposed",231
"exposes",93
"exposure",48
"exposures",1
"extend",160
"extensive",169
"extenuating",1
"extinguish",149
"extortion",93
"extra",19
"extraordinarily",146
"extraordinary",99
"extremist",93
"extremists",1
"eyewitness",1
"fabrication",1
"fabulous",266
"facilitate",282
"fact",250
"facts",73
"faculty",146
"fade",146
"fail",73
"failed",166
"failing",146
"fails",1
"failure",93
"faint",177
"fainting",2
"fair",73
"fairly",73
"faith",196
"faithful",93
"fake",266
"fall",160
"fallen",266
"falling",149
"fallout",94
"falls",16
"false",58
"falsely",93
"fame",146
"familiar",114
"familiarity",1
"famous",282
"fanatics",1
"fancy",146
"fans",239
"fantastic",208
"farce",1
"farm",155
"fascinating",177
"fast",61
"faster",147
"fastest",26
"fasting",1
"fat",231
"fatal",127
"fatalities",228
"fatality",93
"fate",231
"father",99
"fatigue",266
"fault",64
"fav",231
"fave",249
"favor",266
"favorite",16
"favoritism",1
"favour",16
"fear",212
"fearful",93
"fearing",1
"fearless",93
"fears",80
"fearsome",1
"feasible",1
"feat",48
"feature",200
"fee",73
"feeble",1
"feeling",66
"fell",249
"fellow",121
"fellowship",1
"female",266
"fenced",146
"ferocious",146
"ferociously",146
"ferocity",231
"festival",1
"fever",93
"fiasco",146
"fiction",207
"fictional",1
"fidelity",93
"fierce",48
"fiery",64
"fight",210
"fighting",225
"figurehead",1
"fill",9
"finally",246
"fine",261
"fined",93
"fines",177
"finest",48
"fire",252
"firearms",94
"fireball",1
"fired",2
"fireman",231
"fireproof",1
"firing",1
"fits",146
"fitting",16
"fixed",122
"flair",93
"flare",212
"flares",207
"flareup",207
"flareups",37
"flaw",1
"flawed",146
"flaws",1
"flea",1
"fled",66
"flee",108
"fleece",146
"fleeing",180
"flees",176
"fleet",249
"flexibility",146
"flexible",207
"flicker",1
"flickering",1
"flog",1
"flood",236
"floored",177
"floral",1
"flourish",1
"flow",122
"flu",146
"fluctuate",146
"fluctuated",1
"fluctuates",1
"fluctuating",93
"fluctuations",177
"fluent",1
"flush",1
"flying",12
"focus",42
"foe",231
"folly",1
"fond",207
"food",248
"fool",177
"fooled",177
"foolish",1
"foolishly",93
"football",26
"footing",93
"forbidding",93
"force",236
"forced",98
"forcibly",93
"forcing",149
"fore",93
"forecast",27
"forego",1
"foregoing",1
"foreign",131
"foremost",207
"foreseen",1
"forestalls",1
"forfeit",1
"forge",1
"forget",53
"forgive",1
"forgiven",1
"forgiving",146
"forgotten",80
"forlorn",1
"formidable",1
"forming",266
"formula",166
"fort",123
"forte",207
"forthcoming",231
"fortunate",26
"fortune",146
"forward",40
"foul",146
"found",115
"foundation",135
"fragile",231
"framework",1
"frank",93
"frantic",177
"frantically",93
"fraud",94
"fraudulently",1
"fray",1
"freaking",58
"freaks",146
"free",291
"freed",93
"freedom",146
"freely",1
"freezes",1
"frenzy",93
"fresh",170
"freshest",1
"friend",105
"friendliness",1
"friendly",208
"friendship",146
"friggin",93
"frightened",177
"frightening",184
"frivolous",1
"frivolously",1
"frost",1
"frown",1
"frozen",249
"frustrated",16
"frustrating",266
"frustration",282
"frustrations",1
"fuck",203
"fucking",170
"fudge",93
"fulfill",1
"full",165
"fully",196
"fumes",146
"fun",276
"fundamental",93
"funeral",207
"funk",93
"funky",93
"funny",118
"furious",249
"furiously",93
"furnace",93
"fury",93
"fusion",1
"fuss",207
"fussy",1
"futile",1
"gain",64
"gained",207
"gaining",146
"gains",146
"galore",177
"gamble",1
"gang",16
"gap",93
"garbage",160
"garden",177
"gasp",1
"gate",266
"gateway",93
"gauche",1
"gauging",1
"gear",166
"gem",231
"gems",93
"general",122
"generosity",95
"generous",46
"generously",160
"genius",177
"genocide",1
"gent",1
"gentle",146
"gentleman",26
"genuine",266
"ghost",266
"ghostly",1
"giant",58
"giddy",1
"gift",272
"gigantic",93
"giggle",146
"giving",152
"glad",41
"gladly",207
"gladness",1
"glamorous",1
"glee",207
"gleefully",146
"glimmer",146
"glitch",1
"glitter",1
"gloom",93
"glorious",93
"glow",282
"glowing",146
"god",246
"godsend",1
"gold",231
"golden",177
"good",14
"goodness",234
"goods",292
"goodwill",58
"goofy",1
"gorgeous",16
"gorilla",93
"gospel",1
"gouge",231
"government",199
"grab",262
"grace",122
"graceful",1
"gracious",282
"graciously",177
"graciousness",146
"graduation",16
"grand",64
"grandeur",1
"grandmother",93
"grant",231
"granted",2
"grasping",1
"grate",1
"grateful",96
"gratitude",255
"grave",177
"gravely",1
"gray",1
"great",294
"greater",114
"greatest",127
"greatly",160
"greatness",1
"greed",48
"greedy",93
"green",186
"greeting",207
"grief",99
"grieve",207
"grieving",207
"grim",249
"grind",146
"grisly",1
"grist",93
"grit",231
"gross",231
"ground",168
"groundbreaking",1
"grounded",64
"grow",89
"growth",31
"grudge",1
"grumble",1
"guarantee",282
"guard",118
"guarded",146
"guardian",26
"guess",232
"guidance",207
"guide",127
"guilt",146
"guilty",64
"guise",1
"gun",94
"gut",26
"gutless",1
"guts",207
"gutsy",93
"gymnast",1
"gypsy",1
"habitat",266
"hack",93
"hail",231
"hairy",1
"halfway",146
"halt",282
"halted",64
"halting",93
"hamper",207
"hampered",207
"hampering",266
"hampers",266
"handbook",177
"handsome",1
"handy",37
"hang",26
"hanging",169
"hangs",146
"happen",49
"happier",146
"happiest",93
"happily",177
"happiness",177
"happy",134
"harass",93
"harassing",1
"harassment",93
"hard",197
"hardship",249
"hardships",93
"harm",48
"harmed",1
"harmony",93
"harms",2
"harrowing",203
"harsh",282
"hash",282
"hasty",1
"hate",200
"hateful",249
"hatefulness",1
"hater",177
"haters",80
"hates",282
"hating",249
"hatred",146
"haunt",1
"haunting",26
"haven",2
"havoc",1
"hazard",127
"hazardous",266
"hazards",94
"haze",127
"hazy",73
"headaches",1
"headway",1
"heal",2
"healing",26
"healthful",1
"healthy",26
"hearing",283
"heartache",16
"heartbreaker",1
"heartbreaking",85
"heartening",249
"heartfelt",131
"hearth",1
"heartless",37
"heartwarming",220
"heaven",207
"heavens",1
"heavily",249
"heck",249
"hectic",177
"hefty",1
"heinous",1
"hell",54
"hellish",249
"helmet",93
"helped",117
"helper",249
"helpful",9
"helping",30
"helpless",287
"helplessly",266
"helplessness",146
"hereby",1
"herein",1
"heresy",1
"heritage",207
"hero",5
"heroic",166
"heroically",146
"heroics",146
"heroism",169
"heros",196
"hidden",266
"hide",16
"hiding",58
"highest",26
"hilarious",282
"hindering",1
"hinders",1
"hindrance",1
"hire",282
"hit",116
"hive",1
"hoarse",1
"hoax",93
"hobby",2
"hog",146
