"Word","Frequency"
"shall",1
"share",1
"shelter",1
"shit",8
"shock",1
"shortage",1
"shout",1
"show",18
"sick",1
"significant",1
"silent",18
"sing",1
"slow",1
"small",13
"smell",1
"smoke",18
"solemn",1
"solidarity",1
"sorry",1
"special",3
"speculation",1
"spent",1
"spirit",1
"spirits",1
"spoke",8
"start",18
"starving",1
"statement",8
"stole",1
"stopping",1
"strength",23
"stress",8
"strong",14
"stronger",8
"strongest",1
"strongly",1
"struggle",1
"struggles",1
"struggling",8
"study",8
"success",8
"suffer",18
"suffered",1
"suffering",8
"supply",1
"support",12
"supporting",7
"supports",8
"surprise",1
"surreal",1
"sympathy",1
"talk",20
"taught",1
"tax",15
"team",20
"terrible",8
"testament",1
"thank",3
"thankful",8
"therapeutic",1
"thought",13
"threat",18
"thrilled",1
"time",10
"tired",1
"toll",20
"tomorrow",8
"top",1
"tough",1
"track",8
"traditional",1
"tragedy",13
"tragic",1
"tranquil",1
"trauma",1
"tree",1
"tribute",15
"trip",1
"truck",13
"true",1
"trust",1
"unbelievable",1
"uncertainty",1
"underinsured",1
"unduly",1
"unfortunately",1
"uninsured",8
"unprecedented",1
"useful",21
"victims",13
"visit",8
"volunteers",18
"vulnerable",15
"wait",13
"warmly",1
"warn",15
"watch",18
"welcome",1
"welcomed",1
"well",18
"whatever",1
"wildfire",22
"win",1
"winner",15
"winning",1
"wins",23
"won",15
"wonder",1
"wonderful",1
"word",1
"words",1
"work",6
"worked",15
"working",15
"works",1
"worse",8
"worst",13
"worth",8
"worthwhile",1
"wow",1
"wrong",1
"young",1
